level,client_id,status_code,latency_ms
1000,load-test-client-1000-558,200,921.27
1000,load-test-client-1000-196,200,922.26
1000,load-test-client-1000-70,200,968.80
1000,load-test-client-1000-115,200,939.11
1000,load-test-client-1000-101,200,965.02
1000,load-test-client-1000-67,200,975.41
1000,load-test-client-1000-43,200,992.06
1000,load-test-client-1000-970,200,868.50
1000,load-test-client-1000-173,200,999.79
1000,load-test-client-1000-84,200,1028.09
1000,load-test-client-1000-82,200,1020.93
1000,load-test-client-1000-109,200,996.88
1000,load-test-client-1000-54,200,1001.27
1000,load-test-client-1000-47,200,1035.77
1000,load-test-client-1000-449,200,1014.38
1000,load-test-client-1000-228,200,1011.52
1000,load-test-client-1000-44,200,1021.02
1000,load-test-client-1000-68,200,1046.79
1000,load-test-client-1000-117,200,1042.56
1000,load-test-client-1000-18,200,1049.97
1000,load-test-client-1000-559,200,1018.60
1000,load-test-client-1000-74,200,1057.08
1000,load-test-client-1000-177,200,1055.73
1000,load-test-client-1000-25,200,1078.26
1000,load-test-client-1000-255,200,1082.64
1000,load-test-client-1000-197,200,1082.30
1000,load-test-client-1000-229,200,1080.26
1000,load-test-client-1000-595,200,1083.45
1000,load-test-client-1000-78,200,1096.16
1000,load-test-client-1000-98,200,1106.45
1000,load-test-client-1000-188,200,1113.04
1000,load-test-client-1000-76,200,1119.33
1000,load-test-client-1000-85,200,1136.05
1000,load-test-client-1000-665,200,1092.06
1000,load-test-client-1000-147,200,1130.99
1000,load-test-client-1000-111,200,1130.28
1000,load-test-client-1000-198,200,1127.58
1000,load-test-client-1000-141,200,1138.82
1000,load-test-client-1000-517,200,1096.91
1000,load-test-client-1000-112,200,1145.22
1000,load-test-client-1000-516,200,1102.05
1000,load-test-client-1000-107,200,1176.34
1000,load-test-client-1000-596,200,1141.37
1000,load-test-client-1000-83,200,1184.24
1000,load-test-client-1000-133,200,1175.95
1000,load-test-client-1000-666,200,1146.56
1000,load-test-client-1000-88,200,1201.52
1000,load-test-client-1000-72,200,1206.40
1000,load-test-client-1000-75,200,1191.73
1000,load-test-client-1000-157,200,1154.77
1000,load-test-client-1000-184,200,1194.25
